Timestamp,"Type of Mobile Plan
Jenis Pelan Mudah Alih","Are you satisfied with your current type of mobile plan? (Postpaid/Prepaid)
Adakah anda berpuas hati dengan jenis pelan mudah alih anda? (Pascabayar/Prabayar)","Age
Umur
e.g: 22","Gender
Jantina","Occupation
Pekerjaan","Income (RM)
Pendapatan (RM)
e.g: 5000","Education Level
Tahap Pendidikan","Marital Status
Status Perkahwinan","Number of dependents (person)
Bilangan tanggungan (orang)
e.g: 5","Location
Tempat tinggal","Average Monthly Data Usage (GB)
Purata Penggunaan Data Bulanan (GB)
e.g: 20","Do you often play games (e.g. Mobile Legends, Genshin Impact) ?
Adakah anda sering bermain permainan (e.g. Mobile Legends) ?","Do you often stream? (e.g. Youtube, Netflix)
Adakah anda sering melayari penstriman?  (e.g. Youtube, Netflix)","Do you often use social media? (e.g. TikTok, Instagram)
Adakah anda sering menggunakan media sosial?  (e.g. TikTok, Instagram)","Average Daily Time Spent On Mobile Device (Hours)
Purata Masa Harian Menggunakan Telefon Bimbit (Jam)
e.g: 2","Hotspot Usage
Penggunaan Hotspot","Current Mobile Service Provider
Penyedia Perkhidmatan Mudah Alih","Number of years with current telco
Jumlah tahun dengan telco sekarang
e.g: 3","Monthly expenses on mobile plan (RM)
Perbelanjaan bulanan untuk pelan mudah alih (RM)
e.g: 50","Number of SIM cards owned
Bilangan kad SIM yang dimiliki
e.g: 2","Number of device owned (Laptops, phones, tablets)
Jumlah peranti yang dimiliki (Komputer riba, telefon bimbit, tablet)
e.g: 3","Number of lines in household
Jumlah talian mudah alih dalam isi rumah
e.g: 4","Do you have a smartphone under contract?
Adakah anda mempunyai telefon pintar di bawah kontrak?","Do you have Wi-Fi at home?
Adakah anda mempunyai Wi-Fi di rumah?",Column 25
6/25/2025 22:43:09,Prepaid,Yes / Ya,58,Female / Perempuan,Retired / Telah bersara,6000,Bachelor's Degree / Ijazah Sarjana Muda,Married,6,Rural / Luar bandar,70,No / Tidak,No / Tidak,No / Tidak,5,Often / Selalu,Unifi Mobile,4,38,2,3,4,No / Tidak,Yes / Ya,
6/25/2025 22:43:47,Prepaid,Yes / Ya,34,Female / Perempuan,Employed / Bekerja,4000,Master's Degree / Ijazah Sarjana,Single,1,Urban / Bandar,35,Yes / Ya,Yes / Ya,Yes / Ya,4,Rarely / Jarang,Maxis,3,40,1,3,1,No / Tidak,Yes / Ya,
6/25/2025 22:47:42,Prepaid,Yes / Ya,22,Female / Perempuan,Employed / Bekerja,3090,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Single,0,Urban / Bandar,80,Yes / Ya,Yes / Ya,Yes / Ya,6,Often / Selalu,Yes,2,50,1,3,1,No / Tidak,No / Tidak,
6/25/2025 22:47:50,Prepaid,Yes / Ya,69,Female / Perempuan,Retired / Telah bersara,3000,Bachelor's Degree / Ijazah Sarjana Muda,Married,4,Rural / Luar bandar,40,No / Tidak,No / Tidak,Yes / Ya,4,Rarely / Jarang,Maxis,12,40,1,3,4,No / Tidak,Yes / Ya,
6/25/2025 22:49:45,Prepaid,Yes / Ya,50,Male / Lelaki,Retired / Telah bersara,4000,Bachelor's Degree / Ijazah Sarjana Muda,Married,2,Urban / Bandar,30,No / Tidak,Yes / Ya,No / Tidak,4,Rarely / Jarang,redONE,25,40,2,2,4,No / Tidak,No / Tidak,
6/25/2025 22:54:35,Prepaid,Yes / Ya,23,Male / Lelaki,Student / Pelajar,2500,Bachelor's Degree / Ijazah Sarjana Muda,Single,1,Urban / Bandar,50,Yes / Ya,Yes / Ya,Yes / Ya,7,Sometimes / Kadang Kala,CelcomDigi,5,35,2,4,8,No / Tidak,Yes / Ya,
6/25/2025 22:56:11,Prepaid,Yes / Ya,30,Male / Lelaki,Employed / Bekerja,2000,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Single,0,Rural / Luar bandar,10,No / Tidak,No / Tidak,Yes / Ya,4,Sometimes / Kadang Kala,redONE,2,30,1,2,2,No / Tidak,No / Tidak,
6/25/2025 22:56:45,Prepaid,Yes / Ya,24,Male / Lelaki,Student / Pelajar,2000,Bachelor's Degree / Ijazah Sarjana Muda,Single,0,Urban / Bandar,45,Yes / Ya,Yes / Ya,Yes / Ya,6,Rarely / Jarang,U Mobile,4,30,1,3,5,No / Tidak,Yes / Ya,
6/25/2025 22:57:50,Prepaid,Yes / Ya,34,Female / Perempuan,Employed / Bekerja,5000,Bachelor's Degree / Ijazah Sarjana Muda,Married,3,Urban / Bandar,20,Yes / Ya,No / Tidak,Yes / Ya,3,Rarely / Jarang,Maxis,3,40,1,2,3,No / Tidak,Yes / Ya,
6/25/2025 22:57:58,Prepaid,Yes / Ya,25,Male / Lelaki,Employed / Bekerja,3000,Bachelor's Degree / Ijazah Sarjana Muda,Married,1,Urban / Bandar,60,Yes / Ya,Yes / Ya,Yes / Ya,8,Rarely / Jarang,CelcomDigi,3,35,1,3,4,No / Tidak,Yes / Ya,
6/25/2025 22:59:00,Prepaid,Yes / Ya,21,Male / Lelaki,Student / Pelajar,100,Bachelor's Degree / Ijazah Sarjana Muda,Single,0,Urban / Bandar,30,Yes / Ya,Yes / Ya,Yes / Ya,6,Rarely / Jarang,CelcomDigi,5,35,1,4,4,No / Tidak,Yes / Ya,
6/25/2025 22:59:08,Prepaid,Yes / Ya,20,Male / Lelaki,Student / Pelajar,200,Master's Degree / Ijazah Sarjana,Single,0,Sub-urban / Pinggir bandar,10,No / Tidak,No / Tidak,Yes / Ya,2,Sometimes / Kadang Kala,Unifi Mobile,3,36,1,2,1,No / Tidak,No / Tidak,
6/25/2025 23:01:11,Prepaid,Yes / Ya,22,Female / Perempuan,Student / Pelajar,200,Bachelor's Degree / Ijazah Sarjana Muda,Single,0,Sub-urban / Pinggir bandar,30,No / Tidak,Yes / Ya,No / Tidak,2,Rarely / Jarang,Tune Talk,3,45,1,3,1,No / Tidak,Yes / Ya,
6/25/2025 23:01:27,Prepaid,Yes / Ya,22,Male / Lelaki,Student / Pelajar,0,Bachelor's Degree / Ijazah Sarjana Muda,Single,0,Urban / Bandar,50,Yes / Ya,Yes / Ya,Yes / Ya,8,Rarely / Jarang,CelcomDigi,3,35,1,3,8,Yes / Ya,Yes / Ya,
6/25/2025 23:02:47,Prepaid,Yes / Ya,26,Male / Lelaki,Employed / Bekerja,8500,Master's Degree / Ijazah Sarjana,Single,1,Urban / Bandar,45,No / Tidak,Yes / Ya,Yes / Ya,3,Rarely / Jarang,redONE,3,50,1,2,1,No / Tidak,Yes / Ya,
6/25/2025 23:04:42,Prepaid,Yes / Ya,35,Male / Lelaki,Employed / Bekerja,6000,Bachelor's Degree / Ijazah Sarjana Muda,Married,3,Urban / Bandar,30,No / Tidak,Yes / Ya,Yes / Ya,6,Rarely / Jarang,Maxis,5,80,1,3,2,No / Tidak,Yes / Ya,
6/25/2025 23:14:38,Prepaid,Yes / Ya,23,Male / Lelaki,Student / Pelajar,0,Bachelor's Degree / Ijazah Sarjana Muda,Single,0,Urban / Bandar,30,Yes / Ya,Yes / Ya,Yes / Ya,5,Rarely / Jarang,CelcomDigi,7,35,2,3,8,No / Tidak,Yes / Ya,
6/25/2025 23:24:44,Prepaid,Yes / Ya,23,Male / Lelaki,Student / Pelajar,0,Bachelor's Degree / Ijazah Sarjana Muda,Single,3,Urban / Bandar,20,No / Tidak,Yes / Ya,Yes / Ya,3,Rarely / Jarang,CelcomDigi,4,35,2,4,3,No / Tidak,Yes / Ya,
6/25/2025 23:40:33,Prepaid,Yes / Ya,20,Male / Lelaki,Student / Pelajar,0,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Single,0,Urban / Bandar,25,Yes / Ya,Yes / Ya,Yes / Ya,8,Rarely / Jarang,CelcomDigi,4,35,1,2,4,No / Tidak,Yes / Ya,
6/25/2025 23:41:28,Prepaid,Yes / Ya,20,Male / Lelaki,Student / Pelajar,0,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Single,0,Urban / Bandar,20,Yes / Ya,Yes / Ya,Yes / Ya,4,Rarely / Jarang,CelcomDigi,4,35,1,4,5,No / Tidak,Yes / Ya,
6/26/2025 8:19:35,Prepaid,Yes / Ya,22,Male / Lelaki,Student / Pelajar,0,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Single,0,Urban / Bandar,20,Yes / Ya,Yes / Ya,Yes / Ya,4,Rarely / Jarang,U Mobile,4,30,1,3,7,No / Tidak,Yes / Ya,
6/26/2025 8:23:14,Prepaid,Yes / Ya,25,Female / Perempuan,Employed / Bekerja,3000,Bachelor's Degree / Ijazah Sarjana Muda,Single,0,Sub-urban / Pinggir bandar,10,No / Tidak,Yes / Ya,Yes / Ya,6,Rarely / Jarang,Maxis,2,50,1,2,2,No / Tidak,Yes / Ya,
6/26/2025 10:50:12,Prepaid,Yes / Ya,23,Male / Lelaki,Student / Pelajar,0,Bachelor's Degree / Ijazah Sarjana Muda,Single,0,Urban / Bandar,30,Yes / Ya,Yes / Ya,Yes / Ya,7,Rarely / Jarang,CelcomDigi,3,50,1,3,2,No / Tidak,Yes / Ya,
6/26/2025 10:51:17,Prepaid,Yes / Ya,26,Female / Perempuan,Employed / Bekerja,4000,Bachelor's Degree / Ijazah Sarjana Muda,Married,1,Urban / Bandar,10,No / Tidak,Yes / Ya,Yes / Ya,4,Rarely / Jarang,Maxis,2,20,2,4,2,Yes / Ya,No / Tidak,
6/26/2025 10:52:21,Prepaid,Yes / Ya,32,Male / Lelaki,Employed / Bekerja,5500,Bachelor's Degree / Ijazah Sarjana Muda,Married,2,Sub-urban / Pinggir bandar,25,Yes / Ya,Yes / Ya,No / Tidak,3,Sometimes / Kadang Kala,U Mobile,2,30,2,2,3,No / Tidak,Yes / Ya,
6/26/2025 11:21:42,Prepaid,Yes / Ya,23,Female / Perempuan,Student / Pelajar,0,Bachelor's Degree / Ijazah Sarjana Muda,Single,0,Sub-urban / Pinggir bandar,25,No / Tidak,Yes / Ya,Yes / Ya,6,Sometimes / Kadang Kala,Maxis,2,35,1,3,5,No / Tidak,Yes / Ya,
6/26/2025 11:22:45,Prepaid,Yes / Ya,21,Male / Lelaki,Student / Pelajar,0,Bachelor's Degree / Ijazah Sarjana Muda,Single,0,Urban / Bandar,30,Yes / Ya,Yes / Ya,Yes / Ya,5,Rarely / Jarang,CelcomDigi,2,40,1,2,3,Yes / Ya,Yes / Ya,
6/26/2025 12:27:21,Prepaid,Yes / Ya,21,Male / Lelaki,Employed / Bekerja,2500,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Single,0,Urban / Bandar,24,Yes / Ya,No / Tidak,Yes / Ya,5,Sometimes / Kadang Kala,U Mobile,3,35,1,3,3,Yes / Ya,Yes / Ya,
6/26/2025 12:28:31,Prepaid,Yes / Ya,26,Female / Perempuan,Employed / Bekerja,5540,Bachelor's Degree / Ijazah Sarjana Muda,Single,0,Sub-urban / Pinggir bandar,40,No / Tidak,Yes / Ya,Yes / Ya,5,Rarely / Jarang,Maxis,5,60,2,2,5,No / Tidak,Yes / Ya,
6/26/2025 12:33:39,Prepaid,Yes / Ya,28,Male / Lelaki,Employed / Bekerja,5700,Bachelor's Degree / Ijazah Sarjana Muda,Married,2,Urban / Bandar,15,No / Tidak,Yes / Ya,Yes / Ya,4,Sometimes / Kadang Kala,CelcomDigi,3,50,1,3,3,No / Tidak,No / Tidak,
6/26/2025 12:40:02,Prepaid,Yes / Ya,19,Female / Perempuan,Student / Pelajar,0,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Single,0,Rural / Luar bandar,10,No / Tidak,Yes / Ya,No / Tidak,12,Rarely / Jarang,Maxis,4,10,1,2,6,No / Tidak,Yes / Ya,
6/26/2025 13:44:20,Prepaid,Yes / Ya,24,Male / Lelaki,Student / Pelajar,0,Bachelor's Degree / Ijazah Sarjana Muda,Single,0,Urban / Bandar,40,Yes / Ya,Yes / Ya,Yes / Ya,6,Sometimes / Kadang Kala,U Mobile,2,25,1,3,6,No / Tidak,Yes / Ya,
6/26/2025 14:10:28,Prepaid,Yes / Ya,25,Male / Lelaki,Employed / Bekerja,4000,Bachelor's Degree / Ijazah Sarjana Muda,Single,0,Urban / Bandar,30,Yes / Ya,No / Tidak,Yes / Ya,4,Often / Selalu,CelcomDigi,3,30,1,3,3,No / Tidak,Yes / Ya,
6/26/2025 14:11:49,Prepaid,Yes / Ya,23,Female / Perempuan,Student / Pelajar,0,Bachelor's Degree / Ijazah Sarjana Muda,Single,0,Sub-urban / Pinggir bandar,25,No / Tidak,No / Tidak,Yes / Ya,3,Rarely / Jarang,Maxis,4,40,1,2,2,No / Tidak,No / Tidak,
6/26/2025 14:13:04,Prepaid,Yes / Ya,25,Male / Lelaki,Employed / Bekerja,3500,Bachelor's Degree / Ijazah Sarjana Muda,Single,1,Sub-urban / Pinggir bandar,40,Yes / Ya,Yes / Ya,Yes / Ya,6,Sometimes / Kadang Kala,CelcomDigi,1,30,1,3,1,No / Tidak,Yes / Ya,
6/26/2025 14:14:18,Prepaid,Yes / Ya,24,Male / Lelaki,Student / Pelajar,0,Bachelor's Degree / Ijazah Sarjana Muda,Single,0,Urban / Bandar,35,Yes / Ya,Yes / Ya,Yes / Ya,5,Rarely / Jarang,U Mobile,2,40,1,3,1,No / Tidak,Yes / Ya,
6/26/2025 14:17:17,Prepaid,Yes / Ya,15,Male / Lelaki,Student / Pelajar,0,High School / Sekolah Menengah / SPM / SVM / O-Level,Single,0,Urban / Bandar,15,Yes / Ya,Yes / Ya,No / Tidak,8,Sometimes / Kadang Kala,Maxis,2,20,1,1,4,No / Tidak,Yes / Ya,
6/26/2025 14:28:02,Prepaid,Yes / Ya,16,Male / Lelaki,Student / Pelajar,0,High School / Sekolah Menengah / SPM / SVM / O-Level,Single,0,Urban / Bandar,15,No / Tidak,Yes / Ya,Yes / Ya,5,Rarely / Jarang,CelcomDigi,2,20,1,2,4,No / Tidak,Yes / Ya,
6/26/2025 14:30:22,Prepaid,Yes / Ya,23,Female / Perempuan,Employed / Bekerja,2400,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Single,0,Urban / Bandar,40,Yes / Ya,No / Tidak,Yes / Ya,5,Rarely / Jarang,CelcomDigi,8,30,2,4,1,No / Tidak,Yes / Ya,
6/26/2025 14:32:28,Prepaid,Yes / Ya,26,Male / Lelaki,Employed / Bekerja,3400,Bachelor's Degree / Ijazah Sarjana Muda,Married,2,Urban / Bandar,30,No / Tidak,No / Tidak,No / Tidak,4,Sometimes / Kadang Kala,CelcomDigi,10,40,2,4,2,No / Tidak,Yes / Ya,
6/29/2025 16:18:17,Prepaid,Yes / Ya,21,Female / Perempuan,Student / Pelajar,0,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Single,0,Rural / Luar bandar,30,Yes / Ya,Yes / Ya,No / Tidak,12,Sometimes / Kadang Kala,CelcomDigi,7,30,2,4,5,No / Tidak,Yes / Ya,
6/30/2025 0:37:15,Prepaid,Yes / Ya,22,Male / Lelaki,Employed / Bekerja,2000,Diploma / Foundation (Asasi) / STPM / SKM / Matriculation (Matrikulasi) / A-Level,Single,0,Sub-urban / Pinggir bandar,30,Yes / Ya,No / Tidak,No / Tidak,7,Sometimes / Kadang Kala,Yes,10,40,1,3,2,No / Tidak,Yes / Ya,
,Prepaid,Yes / Ya,25,Female,Student,0,PhD,Single,5,Rural,71,No / Tidak,Yes / Ya,No / Tidak,15,Sometimes / Kadang Kala,Yes,10,17,3,2,3,No,Yes / Ya,
,Prepaid,Yes / Ya,42,Female,Unemployed,0,Diploma,Married,5,Rural,82,No / Tidak,Yes / Ya,No / Tidak,14,Sometimes / Kadang Kala,redONE,5,56,3,4,3,No,Yes / Ya,
,Prepaid,Yes / Ya,56,Female,Unemployed,0,Bachelor's Degree,Married,6,Sub-urban,35,No / Tidak,Yes / Ya,Yes / Ya,3,Rarely / Jarang,CelcomDigi,2,155,1,4,4,No,No,
,Prepaid,Yes / Ya,52,Male,Unemployed,0,Diploma,Married,4,Sub-urban,75,Yes / Ya,No / Tidak,Yes / Ya,10,Sometimes / Kadang Kala,Tune Talk,9,89,2,3,3,No,No,
,Prepaid,Yes / Ya,56,Male,Employed,24365,PhD,Married,0,Urban,82,Yes / Ya,Yes / Ya,Yes / Ya,8,Rarely / Jarang,Maxis,5,60,1,4,3,No,Yes / Ya,
,Prepaid,Yes / Ya,59,Female,Unemployed,0,Master's Degree,Married,5,Rural,82,No / Tidak,Yes / Ya,Yes / Ya,5,Rarely / Jarang,Unifi Mobile,1,181,2,4,4,Yes / Ya,Yes / Ya,
,Prepaid,Yes / Ya,21,Female,Student,0,Bachelor's Degree,Married,4,Urban,49,No / Tidak,Yes / Ya,Yes / Ya,5,Sometimes / Kadang Kala,Maxis,4,111,3,4,2,Yes / Ya,Yes / Ya,
,Prepaid,Yes / Ya,37,Female,Employed,8869,Diploma,Married,3,Rural,26,Yes / Ya,Yes / Ya,Yes / Ya,12,Sometimes / Kadang Kala,Maxis,8,132,4,3,4,Yes / Ya,No,
,Prepaid,Yes / Ya,68,Male,Retired,0,Master's Degree,Married,3,Rural,10,Yes / Ya,Yes / Ya,No / Tidak,9,Often / Selalu,U Mobile,5,33,2,3,1,Yes / Ya,Yes / Ya,
,Prepaid,Yes / Ya,47,Female,Employed,11026,PhD,Married,2,Rural,98,No / Tidak,Yes / Ya,Yes / Ya,5,Rarely / Jarang,Maxis,1,109,1,3,6,Yes / Ya,No,
,Prepaid,Yes / Ya,58,Female,Retired,0,Diploma,Married,5,Urban,70,Yes / Ya,No / Tidak,No / Tidak,14,Sometimes / Kadang Kala,Unifi Mobile,7,80,3,3,5,No,No,
,Prepaid,Yes / Ya,20,Male,Student,0,Bachelor's Degree,Single,1,Sub-urban,52,Yes / Ya,Yes / Ya,Yes / Ya,16,Sometimes / Kadang Kala,Unifi Mobile,7,154,3,1,6,Yes / Ya,No,
,Prepaid,Yes / Ya,27,Male,Employed,3334,Diploma,Single,5,Sub-urban,51,Yes / Ya,Yes / Ya,Yes / Ya,7,Rarely / Jarang,Unifi Mobile,10,118,4,3,6,No,Yes / Ya,
,Prepaid,Yes / Ya,62,Male,Retired,0,PhD,Married,4,Sub-urban,34,No / Tidak,Yes / Ya,Yes / Ya,6,Sometimes / Kadang Kala,Yes,1,181,4,5,5,Yes / Ya,No,
,Prepaid,Yes / Ya,59,Female,Retired,0,Master's Degree,Married,6,Sub-urban,48,No / Tidak,Yes / Ya,No / Tidak,4,Rarely / Jarang,Yes,10,39,4,3,5,No,No,
,Prepaid,Yes / Ya,31,Male,Employed,5608,Bachelor's Degree,Married,4,Sub-urban,44,Yes / Ya,Yes / Ya,No / Tidak,14,Often / Selalu,Maxis,4,84,1,4,5,No,No,
,Prepaid,Yes / Ya,55,Female,Retired,0,Diploma,Married,1,Sub-urban,12,No / Tidak,No / Tidak,Yes / Ya,15,Rarely / Jarang,redONE,10,37,3,1,3,No,Yes / Ya,
,Prepaid,Yes / Ya,49,Male,Employed,18423,Diploma,Married,0,Sub-urban,53,Yes / Ya,Yes / Ya,Yes / Ya,11,Sometimes / Kadang Kala,Unifi Mobile,1,137,3,3,4,Yes / Ya,Yes / Ya,
,Prepaid,Yes / Ya,43,Male,Employed,15243,Diploma,Married,2,Rural,60,Yes / Ya,No / Tidak,Yes / Ya,12,Rarely / Jarang,redONE,1,194,4,1,2,No,No,
,Prepaid,Yes / Ya,62,Male,Retired,0,Diploma,Married,3,Sub-urban,21,No / Tidak,No / Tidak,Yes / Ya,3,Often / Selalu,CelcomDigi,2,180,2,1,5,No,Yes / Ya,
,Prepaid,Yes / Ya,54,Female,Employed,40630,Diploma,Married,1,Urban,28,No / Tidak,Yes / Ya,No / Tidak,10,Sometimes / Kadang Kala,Yes,9,110,1,3,1,No,No,
,Prepaid,Yes / Ya,20,Male,Student,0,Bachelor's Degree,Single,0,Urban,53,No / Tidak,Yes / Ya,Yes / Ya,11,Sometimes / Kadang Kala,redONE,7,160,3,5,1,Yes / Ya,Yes / Ya,
,Prepaid,Yes / Ya,44,Male,Unemployed,0,Diploma,Married,0,Urban,68,No / Tidak,Yes / Ya,Yes / Ya,10,Rarely / Jarang,Tune Talk,4,173,3,5,1,No,Yes / Ya,
,Prepaid,Yes / Ya,56,Male,Retired,0,PhD,Married,4,Sub-urban,58,Yes / Ya,Yes / Ya,Yes / Ya,2,Sometimes / Kadang Kala,Unifi Mobile,7,169,1,5,2,Yes / Ya,Yes / Ya,
,Prepaid,Yes / Ya,18,Male,Student,0,High School,Married,6,Urban,70,Yes / Ya,Yes / Ya,No / Tidak,11,Rarely / Jarang,U Mobile,4,25,4,5,2,No,Yes / Ya,
,Prepaid,Yes / Ya,27,Female,Employed,4515,PhD,Single,6,Sub-urban,26,Yes / Ya,Yes / Ya,Yes / Ya,4,Often / Selalu,CelcomDigi,1,120,1,1,4,No,No,
,Prepaid,Yes / Ya,68,Male,Retired,0,Diploma,Married,4,Rural,83,Yes / Ya,Yes / Ya,Yes / Ya,9,Rarely / Jarang,CelcomDigi,8,36,1,3,6,No,Yes / Ya,
,Prepaid,Yes / Ya,58,Male,Unemployed,0,Bachelor's Degree,Married,3,Urban,66,Yes / Ya,Yes / Ya,Yes / Ya,7,Rarely / Jarang,Unifi Mobile,3,157,2,4,2,Yes / Ya,Yes / Ya,
,Prepaid,Yes / Ya,60,Female,Retired,0,Master's Degree,Married,1,Urban,64,No / Tidak,No / Tidak,Yes / Ya,6,Rarely / Jarang,Unifi Mobile,1,48,4,2,4,Yes / Ya,No,
,Prepaid,Yes / Ya,60,Male,Retired,0,PhD,Married,4,Sub-urban,56,Yes / Ya,Yes / Ya,Yes / Ya,6,Sometimes / Kadang Kala,Maxis,8,62,3,5,1,No,Yes / Ya,
,Prepaid,Yes / Ya,68,Female,Retired,0,Diploma,Married,3,Urban,21,No / Tidak,No / Tidak,Yes / Ya,7,Sometimes / Kadang Kala,Yes,0,124,4,3,4,No,Yes / Ya,
,Prepaid,Yes / Ya,23,Female,Student,0,Master's Degree,Married,1,Rural,71,No / Tidak,Yes / Ya,No / Tidak,16,Rarely / Jarang,redONE,8,75,3,5,2,No,Yes / Ya,
,Prepaid,Yes / Ya,60,Female,Employed,29491,PhD,Married,0,Urban,89,No / Tidak,Yes / Ya,Yes / Ya,8,Sometimes / Kadang Kala,Unifi Mobile,1,104,1,5,6,Yes / Ya,No,
,Prepaid,Yes / Ya,34,Female,Unemployed,0,Bachelor's Degree,Single,3,Urban,97,Yes / Ya,Yes / Ya,No / Tidak,2,Sometimes / Kadang Kala,Yes,5,169,2,1,5,No,Yes / Ya,
,Prepaid,Yes / Ya,21,Female,Student,0,Bachelor's Degree,Single,0,Rural,92,Yes / Ya,Yes / Ya,No / Tidak,10,Sometimes / Kadang Kala,CelcomDigi,0,52,1,2,4,No,No,
,Prepaid,Yes / Ya,56,Female,Retired,0,Diploma,Married,0,Urban,17,Yes / Ya,No / Tidak,Yes / Ya,4,Sometimes / Kadang Kala,Unifi Mobile,4,68,2,3,4,Yes / Ya,Yes / Ya,
,Prepaid,Yes / Ya,53,Female,Employed,30788,Diploma,Married,5,Urban,30,Yes / Ya,No / Tidak,Yes / Ya,5,Sometimes / Kadang Kala,CelcomDigi,8,111,4,4,4,Yes / Ya,Yes / Ya,
,Prepaid,Yes / Ya,50,Male,Employed,25105,PhD,Married,5,Rural,90,No / Tidak,No / Tidak,No / Tidak,11,Sometimes / Kadang Kala,U Mobile,10,119,4,2,5,No,Yes / Ya,
,Prepaid,Yes / Ya,63,Female,Retired,0,Diploma,Married,0,Rural,96,Yes / Ya,Yes / Ya,Yes / Ya,2,Rarely / Jarang,CelcomDigi,0,84,1,2,4,Yes / Ya,No,
,Prepaid,Yes / Ya,62,Female,Retired,0,Diploma,Married,3,Sub-urban,89,Yes / Ya,Yes / Ya,Yes / Ya,14,Rarely / Jarang,redONE,1,177,4,4,3,Yes / Ya,Yes / Ya,
,Prepaid,Yes / Ya,46,Female,Employed,16690,PhD,Married,2,Rural,79,No / Tidak,No / Tidak,Yes / Ya,12,Often / Selalu,Tune Talk,0,181,1,5,3,No,Yes / Ya,
,Prepaid,Yes / Ya,21,Male,Unemployed,0,Bachelor's Degree,Married,1,Urban,81,Yes / Ya,No / Tidak,Yes / Ya,11,Often / Selalu,Tune Talk,4,15,4,4,6,Yes / Ya,No,
,Prepaid,Yes / Ya,68,Male,Retired,0,Master's Degree,Married,3,Sub-urban,34,No / Tidak,No / Tidak,No / Tidak,4,Rarely / Jarang,Yes,1,71,1,1,4,Yes / Ya,Yes / Ya,
,Prepaid,Yes / Ya,70,Male,Retired,0,Bachelor's Degree,Married,4,Sub-urban,91,No / Tidak,Yes / Ya,Yes / Ya,3,Rarely / Jarang,U Mobile,10,146,1,5,4,No,Yes / Ya,
,Prepaid,Yes / Ya,34,Male,Employed,6668,Diploma,Single,6,Sub-urban,98,No / Tidak,Yes / Ya,Yes / Ya,3,Sometimes / Kadang Kala,CelcomDigi,5,136,3,3,3,No,No,
,Prepaid,Yes / Ya,65,Female,Retired,0,Bachelor's Degree,Married,0,Urban,21,Yes / Ya,No / Tidak,Yes / Ya,15,Sometimes / Kadang Kala,U Mobile,10,159,3,4,2,No,No,
,Prepaid,Yes / Ya,43,Female,Unemployed,0,Diploma,Married,3,Urban,24,Yes / Ya,Yes / Ya,Yes / Ya,2,Rarely / Jarang,Tune Talk,3,38,3,4,5,Yes / Ya,Yes / Ya,
,Prepaid,Yes / Ya,27,Male,Unemployed,0,PhD,Married,3,Sub-urban,68,No / Tidak,No / Tidak,Yes / Ya,9,Rarely / Jarang,U Mobile,7,35,3,4,6,Yes / Ya,Yes / Ya,
,Prepaid,Yes / Ya,28,Male,Employed,3362,PhD,Married,4,Rural,35,Yes / Ya,No / Tidak,Yes / Ya,4,Sometimes / Kadang Kala,CelcomDigi,1,172,1,5,6,Yes / Ya,Yes / Ya,
,Prepaid,Yes / Ya,55,Female,Unemployed,0,Bachelor's Degree,Married,3,Rural,35,No / Tidak,Yes / Ya,Yes / Ya,17,Sometimes / Kadang Kala,Yes,2,50,2,2,6,No,Yes / Ya,
,Prepaid,Yes / Ya,21,Male,Student,0,Bachelor's Degree,Married,5,Rural,56,No / Tidak,No / Tidak,Yes / Ya,4,Rarely / Jarang,Tune Talk,9,107,4,5,6,Yes / Ya,Yes / Ya,
,Prepaid,Yes / Ya,19,Female,Student,0,High School,Married,6,Sub-urban,41,No / Tidak,No / Tidak,Yes / Ya,7,Rarely / Jarang,redONE,0,76,2,2,6,No,No,
,Prepaid,Yes / Ya,37,Male,Unemployed,0,PhD,Married,5,Rural,19,Yes / Ya,Yes / Ya,Yes / Ya,14,Rarely / Jarang,Unifi Mobile,1,164,1,5,6,No,No,
,Prepaid,Yes / Ya,22,Male,Student,0,Master's Degree,Married,5,Rural,25,Yes / Ya,No / Tidak,No / Tidak,9,Sometimes / Kadang Kala,Yes,10,136,4,4,1,No,Yes / Ya,
,Prepaid,Yes / Ya,60,Female,Employed,27321,PhD,Married,1,Rural,80,No / Tidak,Yes / Ya,Yes / Ya,14,Rarely / Jarang,redONE,5,50,1,1,5,No,Yes / Ya,
,Prepaid,Yes / Ya,55,Male,Employed,40715,Diploma,Married,4,Urban,26,Yes / Ya,No / Tidak,Yes / Ya,16,Rarely / Jarang,redONE,8,52,4,3,2,Yes / Ya,Yes / Ya,
